username,label_flickr,label_twitter,label_youtube,exists_wikipedia,exists_flickr,exists_twitter,exists_youtube,identity_match_flickr,identity_match_twitter,identity_match_youtube,as_of_MMDDYY
ra0808,,,,FALSE,,FALSE,,,,,110112
racerx11,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
racklever,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
radiofan,,TN,,TRUE,,FALSE,TRUE,,,,110112
radiokaos,,,,FALSE,,,FALSE,,,,110112
rafaazevedo,,,,FALSE,,TRUE,,,FALSE,,110112
rafaelppascual,,,,FALSE,,,FALSE,,,,110112
raghavan2010,,,TP,TRUE,,,TRUE,,,TRUE,110112
ramblersen,,TN,,TRUE,,FALSE,TRUE,,,,110112
randomcritic,,,,FALSE,,TRUE,FALSE,,FALSE,,110112
rasam,,,TN,TRUE,,TRUE,FALSE,,,,120112
rasherstierney,,,,FALSE,,,TRUE,,,,110112
ratemonth,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
ratzd'mishukribo,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
raycy,,TP,,TRUE,,TRUE,,,TRUE,,110112
raynevandunem,,,TN,TRUE,,TRUE,FALSE,,,,110112
rayrayzone,,,,TRUE,,TRUE,,,,,110112
raytomes,,TP,,TRUE,,TRUE,,,TRUE,,120112
razoreyeedits,,,,FALSE,,,FALSE,,,,110112
rcraig09,,,,FALSE,FALSE,,,,,,120112
rebajc3,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
recollected,TN,,,TRUE,FALSE,,TRUE,,,,110112
redparty,,,,FALSE,,FALSE,,,,,110112
redrkr,,,,TRUE,,,TRUE,,,,110112
redrose64,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
redsky89,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
redsoxfan274,,,,FALSE,FALSE,,,,,,120112
redtigerxyz,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
reedmalloy,,TN,TP,TRUE,,FALSE,TRUE,,,TRUE,110112
reedy,,,,TRUE,,TRUE,,,,,110112
reformedarsenal,,,TP,TRUE,,,TRUE,,,TRUE,110112
regentspark,,,,FALSE,,,FALSE,,,,110112
reisio,TN,,,TRUE,FALSE,,TRUE,,,,110112
revanfan,,,,FALSE,,,FALSE,,,,110112
revupminster,,,,FALSE,,,FALSE,,,,110112
rewf12012,,,,FALSE,,FALSE,FALSE,,,,110112
rexxs,,,,FALSE,,FALSE,FALSE,,,,110112
rfd,,,,FALSE,,FALSE,FALSE,,,,110112
rg653,,,,FALSE,FALSE,,,,,,120112
rgloucester,,,,FALSE,,FALSE,,,,,110112
rhaworth,,,,FALSE,,FALSE,FALSE,,,,110112
richard-59,,,,FALSE,,,FALSE,,,,110112
richard-of-earth,,,,FALSE,FALSE,,,,,,110112
richardmills65,,,,FALSE,,FALSE,,,,,110112
richfife,,,TN,TRUE,,,FALSE,,,,110112
richhoncho,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
richiekim,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
richmond96,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
rickfive,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
rightcowleftcoast,,,,FALSE,,,FALSE,,,,110112
rikster2,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,120112
rillian,,,,TRUE,TRUE,TRUE,,,,,110112
ring2011,,,,TRUE,,,TRUE,,,,110112
riohondo,,,,FALSE,,,FALSE,,,,110112
rj4,,,,FALSE,,,FALSE,,,,110112
rjensen,TN,FP,,TRUE,FALSE,TRUE,,,FALSE,,110112
rjff,,,,FALSE,,,FALSE,,,,110112
rklawton,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,110112
rklear,TN,,,TRUE,FALSE,,TRUE,,,,110112
rl0919,,,,FALSE,,,FALSE,,,,110112
rlendog,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
rlsheehan,,,TN,TRUE,,TRUE,FALSE,,,,120112
rmhermen,,,,TRUE,,,TRUE,,,,110112
rnbc,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,110112
robert.allen,,,,FALSE,,,FALSE,,,,110112
robertg,,,TN,TRUE,,,FALSE,,,,110112
robertgreer,,FP,,TRUE,,TRUE,,,FALSE,,110112
robertson-glasgow,,,,FALSE,,,FALSE,,,,110112
robinclay,,,,FALSE,,FALSE,,,,,110112
robinhood70,,,,FALSE,FALSE,,,,,,120112
robinleicester,,,,FALSE,,,FALSE,,,,110112
robyn2000,,,TN,TRUE,TRUE,,FALSE,,,,110112
rock'n'more,,,,FALSE,,,FALSE,,,,110112
rockchalk717,,,TN,TRUE,,,FALSE,,,,110112
rocketrod1960,TN,,TP,TRUE,FALSE,,TRUE,,,TRUE,110112
roentgenium111,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
rog5728,,,,FALSE,,FALSE,,,,,110112
rogermx,,TP,,TRUE,,TRUE,,,TRUE,,110112
rojomoke,,,TN,TRUE,,,FALSE,,,,110112
rolandr,,,,FALSE,,,FALSE,,,,110112
ronz,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
rosarino,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
roslynskp,,,,FALSE,FALSE,,FALSE,,,,110112
rothorpe,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
rp459,,,,FALSE,,,FALSE,,,,110112
rpired,,,,FALSE,,,FALSE,,,,110112
rreagan007,,,TN,TRUE,,,FALSE,,,,110112
rrius,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
rrostrom,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
rschen7754,TN,TP,TN,TRUE,FALSE,TRUE,FALSE,,TRUE,,110112
rschwieb,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
rsrikanth05,,TP,,TRUE,,TRUE,,,TRUE,,110112
rtkat3,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
ruby2010,TN,,TN,TRUE,FALSE,TRUE,FALSE,,,,120112
rudolfred,,,,FALSE,FALSE,,FALSE,,,,110112
ruigeroeland,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
rumiton,TN,,,TRUE,FALSE,,TRUE,,,,110112
runehelmet,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
runningclam,,,,FALSE,,,TRUE,,,,110112
rupert1904,,,TN,TRUE,,,FALSE,,,,110112
rursus,,,,TRUE,,TRUE,,,,,110112
rvir0522,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
rwendland,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
s51438,,,TN,TRUE,,,FALSE,,,,110112
sabertoothedwhale,,,,FALSE,,,FALSE,,,,110112
sabrebd,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
saddhiyama,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
sainsf,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
saintandy7,,,TN,TRUE,,,FALSE,,,,110112
salamurai,TN,TP,,TRUE,FALSE,TRUE,TRUE,,TRUE,,110112
salih,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
salvidrim,,,TP,TRUE,,,TRUE,,,TRUE,110112
sametches,,,,FALSE,,,FALSE,,,,110112
samueltheghost,,,,FALSE,,FALSE,FALSE,,,,110112
sander.v.ginkel,,,,FALSE,,FALSE,,,,,110112
santoshbot,,,,FALSE,,,TRUE,,,,110112
sanya3,TN,,,TRUE,FALSE,,TRUE,,,,120112
sarahstierch,,,,FALSE,,FALSE,FALSE,,,,110112
sarastro1,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
sargdub,,,TN,TRUE,,,FALSE,,,,110112
sarnold17,,TN,,TRUE,,FALSE,TRUE,,,,110112
sasata,,TN,,TRUE,,FALSE,TRUE,,,,110112
satyrtn,,,,FALSE,,FALSE,,,,,110112
sbfcedit,,,,FALSE,,,FALSE,,,,110112
scaufape,,,,TRUE,,TRUE,,,,,110112
schissel,,,TN,TRUE,,TRUE,FALSE,,,,120112
schlafly,,,TN,TRUE,,,FALSE,,,,110112
schreiberbike,,,,FALSE,TRUE,,FALSE,,,,110112
schreyp,,,,FALSE,,FALSE,,,,,110112
schrutedit08,,,,FALSE,FALSE,,FALSE,,,,110112
schuminweb,TP,TP,TP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110112
schwede66,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
scjessey,TP,TP,TP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110112
scotire,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
scott5114,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
scriberius,,TN,,TRUE,,FALSE,TRUE,,,,110112
sean.hoyland,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
seanwal111111,TN,,,TRUE,FALSE,,TRUE,,,,120112
secretaria,,TN,,TRUE,,FALSE,TRUE,,,,110112
secretlondon,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
secretstorystyle,,,,FALSE,,,FALSE,,,,110112
septagram,,,TN,TRUE,,,FALSE,,,,120112
sergewoodzing,,,,FALSE,,,FALSE,,,,110112
sesamehoneytart,,,,TRUE,,,TRUE,,,,110112
sethallen623,,,,FALSE,,,FALSE,,,,110112
sethjohnson95,,,,TRUE,,TRUE,,,,,110112
sgmd1,,,,FALSE,,,FALSE,,,,110112
sgtpetsounds,,,,FALSE,,,FALSE,,,,110112
shadowmkf,,,,FALSE,,,FALSE,,,,110112
shadowranger,,,,FALSE,,TRUE,,,FALSE,,110112
shadowultra,,,,FALSE,,FALSE,,,,,110112
shaun9876,,,TN,TRUE,,,FALSE,,,,110112
shawnhill,,,,FALSE,,,FALSE,,,,110112
shiftchange,,,FP,TRUE,,,TRUE,,,FALSE,110112
shivashree,,,TP,TRUE,,,TRUE,,,TRUE,110112
shizhao,,TP,,TRUE,,TRUE,,,TRUE,,110112
shortride,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
shortshadow,,,,TRUE,,,TRUE,,,,110112
shyamal,,TN,,TRUE,,FALSE,TRUE,,,,110112
sidepocket,,TP,,TRUE,,TRUE,,,TRUE,,110112
sidp,,,,TRUE,,,TRUE,,,,110112
siefkindr,,,,FALSE,,FALSE,FALSE,,,,110112
silktork,,,TP,TRUE,,FALSE,TRUE,,,TRUE,110112
simione001,,,TP,TRUE,,,TRUE,,,TRUE,110112
simpsons2010,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
sindinero,,,,TRUE,,TRUE,,,,,110112
sionk,,,TN,TRUE,,TRUE,FALSE,,,,120112
sitush,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
sjeans,,,,TRUE,,TRUE,,,,,110112
skagedal,,,,TRUE,,,TRUE,,,,110112
skarloey,,,TP,TRUE,,,TRUE,,,TRUE,110112
skeezix1000,,,,TRUE,,,TRUE,,,,110112
skepticalraptor,TN,TP,TN,TRUE,FALSE,TRUE,FALSE,,TRUE,,120112
skyblueshaun,,TN,,TRUE,,FALSE,TRUE,,,,110112
slightsmile,TN,,TN,TRUE,FALSE,TRUE,FALSE,,,,120112
slimvirgin,,,,FALSE,,,FALSE,,,,110112
slwalsh,,,,TRUE,,TRUE,,,,,110112
smarojit,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
smartie2thamaxxx,,,,FALSE,FALSE,FALSE,,,,,110112
smccandlish,,,,FALSE,,,FALSE,,,,110112
smkolins,TP,TN,,TRUE,TRUE,FALSE,,TRUE,,,110112
smokeyjoe,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
smp0328.,,,,FALSE,,,FALSE,,,,110112
smuconlaw,TP,TN,,TRUE,TRUE,FALSE,,TRUE,,,120112
smyth,TN,,,TRUE,FALSE,,TRUE,,,,120112
snakerambo,,,,FALSE,FALSE,,,,,,120112
snapsnap,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
snoozlepet,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
snotbot,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
snowded,TN,TP,,TRUE,FALSE,TRUE,,,TRUE,,110112
snowmanradio,,,TN,TRUE,,TRUE,FALSE,,,,110112
snrrailways,,,,FALSE,,,FALSE,,,,110112
soap,TN,,TN,TRUE,FALSE,TRUE,FALSE,,,,110112
sockpuppetfortomruen,,,,FALSE,,,FALSE,,,,110112
soetermans,,,,TRUE,,TRUE,,,,,110112
somehuman,,,,FALSE,,,TRUE,,,,110112
sonntagsbraten,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
sopher99,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
soulbust,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
sowhy,,,,TRUE,,TRUE,,,,,110112
spacejam2,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
spanglej,,,TN,TRUE,,TRUE,FALSE,,,,110112
spanneraol,,TN,,TRUE,,FALSE,TRUE,,,,110112
sparhelda,TN,TN,,TRUE,FALSE,FALSE,,,,,110112
spat,,,,TRUE,,TRUE,,,,,110112
speedfish,,FP,,TRUE,,TRUE,,,FALSE,,110112
spencer,,,,TRUE,,,TRUE,,,,110112
sphilbrick,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
spike-from-nh,,,,FALSE,,,FALSE,,,,110112
spoonkymonkey,,,TN,TRUE,,,FALSE,,,,110112
sportsmaster,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
spparky,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
spqrobin,,,,FALSE,FALSE,,FALSE,,,,120112
srgangsta,,,,FALSE,,FALSE,,,,,110112
srich32977,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
srnec,,,,TRUE,TRUE,,TRUE,,,,110112
ss451,,,,FALSE,,FALSE,,,,,110112
ssilvers,,TN,,TRUE,,FALSE,TRUE,,,,110112
ssolbergj,,TN,,TRUE,,FALSE,TRUE,,,,110112
ssr2000,,,,FALSE,,,FALSE,,,,110112
stanselm,,,,FALSE,FALSE,,FALSE,,,,110112
starcheerspeaksnewslostwars,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
stargeek,,,,FALSE,,,FALSE,,,,110112
staticshakedown,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
staticverseatide,,,,FALSE,,,FALSE,,,,110112
status,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
stee888,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
stephanwehner,,TP,,TRUE,,TRUE,,,TRUE,,110112
steve03mills,,,,FALSE,,FALSE,,,,,110112
stevechervitztrutane,,,,FALSE,FALSE,,,,,,120112
stevecrook,,,,FALSE,,,FALSE,,,,110112
stevestrummer,,,,FALSE,,FALSE,FALSE,,,,110112
stezton,TP,,,TRUE,TRUE,,,TRUE,,,110112
stfg,,TN,,TRUE,,FALSE,TRUE,,,,110112
stigni,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
strafidlo,,,,TRUE,,,TRUE,,,,110112
stringtheory11,,,,FALSE,,FALSE,FALSE,,,,110112
stuartyeates,,,,TRUE,,TRUE,TRUE,,,,110112
stuharris,,,,FALSE,,TRUE,,,FALSE,,110112
sturat,TN,,TN,TRUE,FALSE,TRUE,FALSE,,,,120112
stusutcliffe,,,TN,TRUE,,TRUE,FALSE,,,,110112
subzzee,,,,TRUE,,,TRUE,,,,110112
sudoghost,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
sufur222,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
supermarioman,,,,FALSE,,FALSE,FALSE,,,,110112
supportstorm,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
suslindisambiguator,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
svu4671,,,,FALSE,,,FALSE,,,,110112
swampyank,,TN,,TRUE,,FALSE,TRUE,,,,110112
swcrowe,,TN,,TRUE,,FALSE,TRUE,,,,110112
swistertwister,,,,FALSE,,FALSE,FALSE,,,,110112
taalverbeteraar,,,,FALSE,,FALSE,,,,,110112
tabercil,TP,,,TRUE,TRUE,,,TRUE,,,110112
tagremover,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
tahc,,,,TRUE,,,TRUE,,,,110112
takuyamurata,,,,FALSE,FALSE,,TRUE,,,,110112
tamfang,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
tassedethe,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
tawsifsalam,,,,FALSE,FALSE,,FALSE,,,,110112
tbhotch,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
tbrandley,,,,FALSE,,FALSE,TRUE,,,,110112
tc1591,,,,TRUE,,,TRUE,,,,110112
teammathi,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
teammm,TN,,,TRUE,FALSE,,TRUE,,,,110112
teb728,,,,FALSE,FALSE,,FALSE,,,,110112
tec15,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
tecmo,,,,TRUE,,,TRUE,,,,110112
tedickey,,,,TRUE,,,TRUE,,,,110112
teiladnam,,TP,TP,TRUE,,TRUE,TRUE,,TRUE,TRUE,110112
tempo21,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
tenofalltrades,,,,FALSE,,FALSE,FALSE,,,,110112
tenpoundhammer,,,,FALSE,TRUE,FALSE,TRUE,,,,110112
tentonparasol,,TP,,TRUE,,TRUE,,,TRUE,,110112
terminator92,,FP,TN,TRUE,,TRUE,FALSE,,FALSE,,110112
terriersfan,,,,FALSE,,,FALSE,,,,110112
tertulius,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
tewapack,TN,,,TRUE,FALSE,,TRUE,,,,110112
texianpolitico,,,,FALSE,,FALSE,,,,,110112
tgcp,,,,FALSE,,FALSE,,,,,110112
tgeairn,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
thakaran,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
thardin12,,TN,,TRUE,,FALSE,TRUE,,,,110112
thatemooverthere,,,TN,TRUE,,,FALSE,,,,110112
the1337gamer,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
thebearpaw,,,,FALSE,,,FALSE,,,,110112
thebestofall007,TN,,,TRUE,FALSE,,TRUE,,,,110112
thebigjagielka,,,,FALSE,,FALSE,,,,,110112
thecatalyst31,,,,FALSE,FALSE,,TRUE,,,,110112
thecatchernumbersevenjooooemauer,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
thechampionman1234,,,,FALSE,,FALSE,,,,,110112
thecuriousgnome,,,,FALSE,FALSE,,,,,,110112
thefarix,,,,FALSE,,FALSE,TRUE,,,,110112
thefeds,TN,,,TRUE,FALSE,,TRUE,,,,120112
thefreeloader,,,,FALSE,,FALSE,,,,,110112
theheronguard,,,,FALSE,FALSE,FALSE,,,,,110112
thejjjunk,,,,FALSE,,,TRUE,,,,110112
thelmadatter,,TN,,TRUE,,FALSE,TRUE,,,,110112
thelongtone,,,,FALSE,FALSE,,,,,,120112
themeparkgc,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
themightygeneral,,,,FALSE,,FALSE,,,,,110112
themightypeanut,,,,FALSE,,,FALSE,,,,110112
themoodyblue,,TN,,TRUE,,FALSE,TRUE,,,,110112
themoviebuff,,,,FALSE,,TRUE,,,FALSE,,110112
theopolisme,,TP,,TRUE,,TRUE,TRUE,,TRUE,,110112
theornamentalist,TN,,,TRUE,FALSE,,TRUE,,,,110112
theredpenofdoom,,,,FALSE,FALSE,,FALSE,,,,110112
theringess,,,,FALSE,,,FALSE,,,,110112
theurgist,,,TN,TRUE,,,FALSE,,,,110112
thevalentinebros,,,,FALSE,,,FALSE,,,,110112
thevirginiahistorian,,,,FALSE,,FALSE,,,,,110112
thewellman,,TN,,TRUE,,FALSE,TRUE,,,,110112
thewikiman95,,,,FALSE,,,FALSE,,,,110112
thincat,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
thmazing,,TP,,TRUE,,TRUE,,,TRUE,,110112
thomas.w,,,,FALSE,,FALSE,FALSE,,,,110112
thomaso1989,,,,FALSE,,,FALSE,,,,110112
thryduulf,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
thuglife99,,,,TRUE,,TRUE,,,,,110112
thurnerrupert,,,,FALSE,FALSE,,,,,,120112
tibetologist,,,TP,TRUE,,,TRUE,,,TRUE,110112
tim103093,,,,TRUE,,TRUE,,,,,120112
timbentley,,,,FALSE,,,FALSE,,,,110112
timeshift9,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
timidguy,,,,FALSE,,FALSE,FALSE,,,,110112
timike,,,,FALSE,FALSE,FALSE,,,,,110112
timrollpickering,TN,,TP,TRUE,FALSE,,TRUE,,,TRUE,110112
timtrent,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
tinkermen,TP,TP,TP,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,110112
tintor2,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
titodutta,TN,TP,,TRUE,FALSE,TRUE,TRUE,,TRUE,,110112
tiyoringo,,TP,,TRUE,,TRUE,,,TRUE,,110112
tjd2,,,,FALSE,FALSE,,,,,,120112
tjrc,,,,FALSE,,,FALSE,,,,110112
tmv943,,,,FALSE,,,FALSE,,,,110112
tobby72,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
toddsschneider,,,,TRUE,,TRUE,,,,,120112
todorov-fin,,,,FALSE,,FALSE,,,,,110112
tokiohotelover,,,TN,TRUE,,,FALSE,,,,110112
tokyogirl79,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
tollhrt52,,,,FALSE,FALSE,,,,,,110112
tomcat4680,TP,,TP,TRUE,TRUE,,TRUE,TRUE,,TRUE,110112
tomica,,,TN,TRUE,,TRUE,FALSE,,,,110112
tomstar81,,,,FALSE,,,FALSE,,,,110112
tonythetiger,,,TN,TRUE,TRUE,TRUE,FALSE,,,,110112
topopmac1,,,,FALSE,FALSE,FALSE,,,,,110112
totorotroll,,,,TRUE,,,TRUE,,,,110112
tparis,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
tpirfansteve,,,,FALSE,,,FALSE,,,,110112
trackinfo,TN,FP,TN,TRUE,FALSE,TRUE,FALSE,,FALSE,,110112
transporterman,,,,FALSE,,,FALSE,,,,110112
traveler100,,TN,,TRUE,,FALSE,TRUE,,,,110112
trekkielo,,,,FALSE,,FALSE,,,,,110112
trekphiler,,,TN,TRUE,,,FALSE,,,,110112
tribal44,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
triggerhippie4,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
trinitresque,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
trlijc19,,,,FALSE,,,FALSE,,,,110112
tropicalanalystwx13,,,,FALSE,,FALSE,TRUE,,,TRUE,110112
trupepitom,,,,FALSE,,,FALSE,,,,110112
tsrl,,,,FALSE,,,FALSE,,,,110112
tuckerresearch,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
turboguy,,,,FALSE,,,FALSE,,,,110112
twice25,,TP,,TRUE,,TRUE,,,TRUE,,110112
twillisjr,,,,TRUE,,,TRUE,,,,110112
twinsmetsfan,,,,FALSE,,,FALSE,,,,110112
twotwohello,,,,FALSE,,FALSE,,,,,110112
uberman5000,,,,FALSE,FALSE,,,,,,120112
udar55,TN,TN,,TRUE,FALSE,FALSE,,,,,120112
ukexpat,,TN,,TRUE,,FALSE,TRUE,,,,110112
ultrarainbows,,,,FALSE,,TRUE,,,FALSE,,110112
unclebubba,,,,FALSE,,,TRUE,,,,110112
uncletupelo1,,,,FALSE,FALSE,,TRUE,,,,110112
urbannerd,,,,FALSE,,FALSE,TRUE,,,,110112
urda,,TP,,TRUE,TRUE,TRUE,,,TRUE,,110112
urselius,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
usb10,,,TN,TRUE,,,FALSE,,,,110112
useddenim,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
usefulwikipedia,,,,FALSE,,,FALSE,,,,110112
uselesstoremain,,,,FALSE,,,FALSE,,,,110112
uzee,,TP,,TRUE,,TRUE,,,TRUE,,110112
v1adis1av,,,,TRUE,,TRUE,,,,,120112
vacation9,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
vancity99,,,,FALSE,FALSE,,,,,,110112
vankod,,TN,,TRUE,,FALSE,TRUE,,,,110112
varietyperson,,,,FALSE,,,FALSE,,,,110112
varlagas,TN,,TN,TRUE,FALSE,,FALSE,,,,110112
vcohen,,TN,,TRUE,,FALSE,TRUE,,,,110112
vecrumba,,,,TRUE,,,TRUE,,,,110112
veriss1,,TN,,TRUE,,FALSE,TRUE,,,,110112
vernon39,,,TN,TRUE,,,FALSE,,,,110112
vernowhitney,,,,FALSE,,FALSE,FALSE,,,,110112
vickykuraitis,,,,FALSE,,,FALSE,,,,110112
victoriaedwards,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
victorioususer,,,,FALSE,,,FALSE,,,,110112
victuallers,,TP,TN,TRUE,,TRUE,FALSE,,TRUE,,110112
vik-thor,,,,FALSE,,FALSE,,,,,110112
vinkje83,,,TN,TRUE,,,FALSE,,,,110112
vinnierattolle,,,,FALSE,,FALSE,,,,,110112
violetriga,,TN,,TRUE,,FALSE,TRUE,,,,110112
vipersnake151,,,,FALSE,,FALSE,FALSE,,,,110112
vis-a-visconti,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
viscious81,,,TP,TRUE,,,TRUE,,,TRUE,110112
vistor,,,,TRUE,,,TRUE,,,,110112
vitriden,,,,TRUE,,,TRUE,,,,110112
vjmlhds,TN,TN,,TRUE,FALSE,FALSE,TRUE,,,,110112
vkil,,,,TRUE,,,TRUE,,,,110112
vmenkov,TP,,,TRUE,TRUE,,TRUE,TRUE,,,110112
voceditenore,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
voldemort175,,,,TRUE,,,TRUE,,,,110112
voomoo,,,,TRUE,,TRUE,,,,,110112
vquakr,,,,FALSE,,,FALSE,,,,110112
vsmith,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
vwbot,,,,FALSE,,,FALSE,,,,110112
wa3frp,,,TN,TRUE,,,FALSE,,,,110112
wadesimmiser,,,,FALSE,,FALSE,,,,,110112
wadewitz,,,,TRUE,,,TRUE,,,,110112
wahrmund,TN,,,TRUE,FALSE,,TRUE,,,,110112
waldir,,,,TRUE,,,TRUE,,,,110112
wardmuylaert,,TP,,TRUE,,TRUE,,,TRUE,,110112
warpflyght,,TP,,TRUE,,TRUE,,,TRUE,,110112
wavelength,TN,,TN,TRUE,FALSE,TRUE,FALSE,,,,120112
wctaiwan,,,,TRUE,TRUE,,,,,,110112
wdchk,,TN,TN,TRUE,,FALSE,FALSE,,,,120112
welsh,,,,TRUE,,TRUE,,,,,110112
werespielchequers,,,,FALSE,,,FALSE,,,,110112
westportwiki,,,,FALSE,,,FALSE,,,,110112
wetdogmeat,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
whatamidoing,,,,FALSE,FALSE,,FALSE,,,,110112
whatever318,TN,,TN,TRUE,FALSE,,FALSE,,,,120112
whispertome,,,,FALSE,FALSE,FALSE,TRUE,,,,110112
whitewriter,,,,TRUE,,TRUE,,,,,110112
whoisjohngalt,TP,TP,,TRUE,TRUE,TRUE,,TRUE,TRUE,,110112
widefox,TN,TP,,TRUE,FALSE,TRUE,,,TRUE,,110112
widr,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
wierdgreenman,,,,FALSE,,,FALSE,,,,110112
wiikiboyz,,,,FALSE,FALSE,,,,,,110112
wikid77,,TN,TN,TRUE,,FALSE,FALSE,,,,110112
wikidan61,,,,FALSE,,FALSE,FALSE,,,,110112
wikifancreator2010,,,,FALSE,,,FALSE,,,,110112
wikifew,,,,FALSE,FALSE,,,,,,110112
